,index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full),fips
719,931,Data Analyst,37.5,27,48,na,MSc,FL,Greenway Health,1977,Enterprise Software & Network Solutions,Information Technology,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tampa,,1001 - 5000,$100 to $500 million (USD),Clinical Data Analyst,12057
720,932,Data Analyst,54.0,39,69,na,na,MA,The Hanover Insurance Group,1852,Insurance Carriers,Insurance,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Worcester,,5001 - 10000,$5 to $10 billion (USD),IT Associate Data Analyst,25027
721,933,Data Analyst,53.5,36,71,na,MSc,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,New York,,1001 - 5000,$2 to $5 billion (USD),Business Data Analyst,36061
722,934,Data Scientist,140.0,107,173,Senior,na,IL,TransUnion,1968,Financial Analytics & Research,Finance,3.9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Chicago,,5001 - 10000,$1 to $2 billion (USD),Senior Insurance Data Scientist,17031
723,935,Data Scientist,77.5,56,99,Senior,Phd,VA,MITRE,1958,Federal Agencies,Government,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hampton,,5001 - 10000,$1 to $2 billion (USD),Senior Data Science Systems Engineer,51650
724,936,Other Scientist,55.0,52,58,na,na,MA,Mcphail Associates,1976,Construction,"Construction, Repair & Maintenance",3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,1 - 50,Unknown / Non-Applicable,ENVIRONMENTAL ENGINEER/SCIENTIST,
725,938,Other Scientist,117.5,80,155,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Regulatory Submissions,37067
726,939,Other Scientist,70.5,43,98,na,MSc,CA,Crown Bioscience,2006,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Diego,,501 - 1000,$50 to $100 million (USD),Scientist - Biomarker and Flow Cytometry,06073
727,940,Data Scientist Project Manager,61.5,45,78,na,na,CA,HOVER,2011,Computer Hardware & Software,Information Technology,4.8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,$25 to $50 million (USD),Revenue Analytics Manager,06075
728,941,Other Scientist,80.0,50,110,Senior,na,GA,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marietta,,1001 - 5000,Unknown / Non-Applicable,Sr. Scientist Method Development,13067
729,942,Other Scientist,70.0,44,96,na,na,NY,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ithaca,,1001 - 5000,Unknown / Non-Applicable,"Associate Scientist, LC/MS Biologics",36109
730,943,Other Scientist,120.0,100,140,na,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Research Scientist, Immunology - Cancer Biology",
731,944,Data Engineer,90.0,61,119,na,na,MA,Arbella Insurance,1988,Insurance Carriers,Insurance,3.4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Quincy,,1001 - 5000,$100 to $500 million (USD),IT - Data Engineer II,25021
732,945,Machine Learning Engineer,111.0,80,142,na,na,CA,CK-12 Foundation,2007,Kna2 Education,Education,4.1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Palo Alto,,1 - 50,Unknown / Non-Applicable,Machine Learning Engineer (NLP),06085
733,946,Data Analyst,138.5,99,178,Senior,na,CA,Life360,2008,Computer Hardware & Software,Information Technology,3.9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Senior Data Analyst,06075
734,947,Data Scientist,68.5,37,100,na,MSc,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),Data Science Project Manager,25025
735,948,Data Engineer,87.5,62,113,na,Phd,CA,Fivestars,2011,Internet,Information Technology,3.9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,201 - 500,$100 to $500 million (USD),Data Engineer,06075
736,949,Data Scientist,111.5,86,137,Senior,MSc,PA,IQVIA,2017,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plymouth Meeting,,10000+,$2 to $5 billion (USD),"Principal, Data Science - Advanced Analytics",
737,950,Other Scientist,84.5,58,111,Senior,MSc,MA,GSK,1830,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Sr Scientist, Immuno-Oncology - Oncology",
738,951,Data Engineer,102.5,72,133,Senior,na,TN,Eventbrite,2006,Internet,Information Technology,4.4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Nashville,,1001 - 5000,$100 to $500 million (USD),Senior Data Engineer,47037
739,952,Other Scientist,73.5,56,91,na,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,"Project Scientist - Auton Lab, Robotics Institute",42003
740,953,Data Scientist,127.5,95,160,na,na,PA,"Numeric, LLC",na,Staffing & Outsourcing,Business Services,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Allentown,,1 - 50,$5 to $10 million (USD),Data Science Manager,42077
741,955,Other Scientist,93.5,61,126,na,MSc,OH,Riverside Research Institute,1967,Federal Agencies,Government,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beavercreek,,501 - 1000,$50 to $100 million (USD),Research Scientist – Security and Privacy,39057
